t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
1.156499981180e-09,5.000164791700e-02,2.015703626690e-03,9.479049138770e-01,2.998936908100e-06,7.473564230450e-05,1.000000000000e+04,4.006636247000e+03,4.000642033360e+03,4.112853271950e+03,4.012983013630e+03,9.380891896690e-04,2.500002112720e+03,1.810744159240e+22,6.228504662710e+06
1.173857480900e-09,5.000167266520e-02,2.015773703930e-03,9.479048078650e-01,3.001539109760e-06,7.474422648310e-05,1.000000000000e+04,4.006735660600e+03,4.000651668960e+03,4.114466868890e+03,4.013176508630e+03,9.380891896690e-04,2.500002144440e+03,1.810744182220e+22,6.228510582130e+06
1.191475343110e-09,5.000169778500e-02,2.015844832370e-03,9.479047002630e-01,3.004180332520e-06,7.475293936190e-05,1.000000000000e+04,4.006836559740e+03,4.000661449080e+03,4.116102367200e+03,4.013372865150e+03,9.380891896690e-04,2.500002176650e+03,1.810744205550e+22,6.228516590330e+06
1.209357473260e-09,5.000172328210e-02,2.015917027760e-03,9.479045910460e-01,3.006861161340e-06,7.476178286950e-05,1.000000000000e+04,4.006938966540e+03,4.000671375890e+03,4.117760031410e+03,4.013572124880e+03,9.380891896690e-04,2.500002209340e+03,1.810744229230e+22,6.228522688640e+06
1.227507835360e-09,5.000174916220e-02,2.015990306130e-03,9.479044801910e-01,3.009582189930e-06,7.477075896340e-05,1.000000000000e+04,4.007042903450e+03,4.000681451590e+03,4.119440128320e+03,4.013774330120e+03,9.380891896690e-04,2.500002242520e+03,1.810744253260e+22,6.228528878430e+06
1.245930452890e-09,5.000177543090e-02,2.016064683710e-03,9.479043676720e-01,3.012344020920e-06,7.477986963040e-05,1.000000000000e+04,4.007148393220e+03,4.000691678400e+03,4.121142927030e+03,4.013979523730e+03,9.380891896690e-04,2.500002276200e+03,1.810744277650e+22,6.228535161050e+06
1.264629409680e-09,5.000180209420e-02,2.016140176990e-03,9.479042534650e-01,3.015147265930e-06,7.478911688690e-05,1.000000000000e+04,4.007255458970e+03,4.000702058600e+03,4.122868698920e+03,4.014187749230e+03,9.380891896690e-04,2.500002310380e+03,1.810744302410e+22,6.228541537910e+06
1.283608850820e-09,5.000182915800e-02,2.016216802710e-03,9.479041375440e-01,3.017992545790e-06,7.479850277980e-05,1.000000000000e+04,4.007364124140e+03,4.000712594490e+03,4.124617717630e+03,4.014399050700e+03,9.380891896690e-04,2.500002345080e+03,1.810744327540e+22,6.228548010410e+06
1.302872983590e-09,5.000185662820e-02,2.016294577850e-03,9.479040198840e-01,3.020880490590e-06,7.480802938630e-05,1.000000000000e+04,4.007474412530e+03,4.000723288410e+03,4.126390205880e+03,4.014613472820e+03,9.380891896690e-04,2.500002380290e+03,1.810744353050e+22,6.228554580000e+06
1.322426078340e-09,5.000188451110e-02,2.016373519670e-03,9.479039004590e-01,3.023811739880e-06,7.481769881490e-05,1.000000000000e+04,4.007586348280e+03,4.000734142710e+03,4.128186480920e+03,4.014831060980e+03,9.380891896690e-04,2.500002416040e+03,1.810744378940e+22,6.228561248120e+06
1.342272469520e-09,5.000191281280e-02,2.016453645660e-03,9.479037792410e-01,3.026786942780e-06,7.482751320570e-05,1.000000000000e+04,4.007699955900e+03,4.000745159810e+03,4.130006825130e+03,4.015051861170e+03,9.380891896690e-04,2.500002452330e+03,1.810744405220e+22,6.228568016250e+06
1.362416556560e-09,5.000194153970e-02,2.016534973580e-03,9.479036562050e-01,3.029806758140e-06,7.483747473060e-05,1.000000000000e+04,4.007815260240e+03,4.000756342150e+03,4.131851519980e+03,4.015275920030e+03,9.380891896690e-04,2.500002489160e+03,1.810744431900e+22,6.228574885890e+06
1.382862804910e-09,5.000197069800e-02,2.016617521470e-03,9.479035313230e-01,3.032871854670e-06,7.484758559420e-05,1.000000000000e+04,4.007932286540e+03,4.000767692210e+03,4.133720849150e+03,4.015503284840e+03,9.380891896690e-04,2.500002526540e+03,1.810744458970e+22,6.228581858580e+06
